source	type	gene_id	gene_type	gene_name	hgnc_id	havana_gene	transcript_id	transcript_type	transcript_name
HAVANA	gene	ENSG00000182938	protein_coding	OTOP3	HGNC:19658	OTTHUMG00000179216.4	ENST00000328801.6	protein_coding	OTOP3-201
HAVANA	gene	ENSG00000286418	lncRNA	AC018716.2	NA	OTTHUMG00000195198.1	ENST00000659454.1	lncRNA	AC018716.2-203
HAVANA	gene	ENSG00000013588	protein_coding	GPRC5A	HGNC:9836	OTTHUMG00000168710.4	ENST00000540125.1	protein_coding	GPRC5A-204
HAVANA	gene	ENSG00000015592	protein_coding	STMN4	HGNC:16078	OTTHUMG00000099461.3	ENST00000522750.1	retained_intron	STMN4-205
HAVANA	gene	ENSG00000170579	protein_coding	DLGAP1	HGNC:2905	OTTHUMG00000131537.12	ENST00000579652.1	processed_transcript	DLGAP1-217
HAVANA	gene	ENSG00000162896	protein_coding	PIGR	HGNC:8968	OTTHUMG00000036581.2	ENST00000491503.1	processed_transcript	PIGR-203
HAVANA	gene	ENSG00000152931	lncRNA	PART1	HGNC:17263	OTTHUMG00000162213.5	ENST00000504876.2	lncRNA	PART1-201
HAVANA	gene	ENSG00000198597	protein_coding	ZNF536	HGNC:29025	OTTHUMG00000182112.9	ENST00000592773.2	protein_coding	ZNF536-205
HAVANA	gene	ENSG00000104722	protein_coding	NEFM	HGNC:7734	OTTHUMG00000131990.8	ENST00000433454.3	protein_coding	NEFM-202
HAVANA	gene	ENSG00000235142	lncRNA	LINC02532	HGNC:53549	OTTHUMG00000015305.49	ENST00000607090.1	lncRNA	LINC02532-211
HAVANA	gene	ENSG00000196620	protein_coding	UGT2B15	HGNC:12546	OTTHUMG00000161507.2	ENST00000338206.6	protein_coding	UGT2B15-201
HAVANA	gene	ENSG00000186867	protein_coding	QRFPR	HGNC:15565	OTTHUMG00000133036.4	ENST00000512235.1	retained_intron	QRFPR-204
HAVANA	gene	ENSG00000132975	protein_coding	GPR12	HGNC:4466	OTTHUMG00000016620.4	ENST00000381436.2	protein_coding	GPR12-201
HAVANA	gene	ENSG00000047936	protein_coding	ROS1	HGNC:10261	OTTHUMG00000016188.1	ENST00000403284.2	protein_coding	ROS1-203
HAVANA	gene	ENSG00000125144	protein_coding	MT1G	HGNC:7399	OTTHUMG00000133275.2	ENST00000568675.1	protein_coding	MT1G-203
HAVANA	gene	ENSG00000183844	protein_coding	FAM3B	HGNC:1253	OTTHUMG00000086752.3	ENST00000398646.3	protein_coding	FAM3B-202
HAVANA	gene	ENSG00000170419	protein_coding	VSTM2A	HGNC:28499	OTTHUMG00000129271.3	ENST00000469952.1	processed_transcript	VSTM2A-206
HAVANA	gene	ENSG00000250366	protein_coding	TUNAR	HGNC:44088	OTTHUMG00000171392.4	ENST00000554321.1	protein_coding	TUNAR-203
HAVANA	gene	ENSG00000149654	protein_coding	CDH22	HGNC:13251	OTTHUMG00000033073.3	ENST00000474438.1	processed_transcript	CDH22-201
HAVANA	gene	ENSG00000086548	protein_coding	CEACAM6	HGNC:1818	OTTHUMG00000151064.5	ENST00000199764.7	protein_coding	CEACAM6-201
HAVANA	gene	ENSG00000255794	lncRNA	RMST	HGNC:29893	OTTHUMG00000170148.22	ENST00000547946.1	retained_intron	RMST-203
ENSEMBL	gene	ENSG00000197635	protein_coding	DPP4	HGNC:3009	OTTHUMG00000132056.14	ENST00000628861.1	protein_coding	DPP4-211
ENSEMBL	gene	ENSG00000183971	protein_coding	NPW	HGNC:30509	OTTHUMG00000176914.4	ENST00000329610.5	protein_coding	NPW-201
HAVANA	gene	ENSG00000241956	lncRNA	AC109466.1	NA	OTTHUMG00000162877.18	ENST00000519267.1	lncRNA	AC109466.1-216
HAVANA	gene	ENSG00000152785	protein_coding	BMP3	HGNC:1070	OTTHUMG00000130292.2	ENST00000282701.3	protein_coding	BMP3-201
HAVANA	gene	ENSG00000235688	lncRNA	SNTG2-AS1	HGNC:54058	OTTHUMG00000151389.2	ENST00000456949.2	lncRNA	SNTG2-AS1-201
HAVANA	gene	ENSG00000140873	protein_coding	ADAMTS18	HGNC:17110	OTTHUMG00000137619.4	ENST00000569309.1	retained_intron	ADAMTS18-209
HAVANA	gene	ENSG00000140093	protein_coding	SERPINA10	HGNC:15996	OTTHUMG00000171345.3	ENST00000554173.1	protein_coding	SERPINA10-203
HAVANA	gene	ENSG00000117598	protein_coding	PLPPR5	HGNC:31703	OTTHUMG00000010738.5	ENST00000534652.1	processed_transcript	PLPPR5-203
HAVANA	gene	ENSG00000055957	protein_coding	ITIH1	HGNC:6166	OTTHUMG00000150312.10	ENST00000494705.1	retained_intron	ITIH1-210
HAVANA	gene	ENSG00000170091	protein_coding	NSG2	HGNC:24955	OTTHUMG00000130543.8	ENST00000521146.1	processed_transcript	NSG2-206
HAVANA	gene	ENSG00000110975	protein_coding	SYT10	HGNC:19266	OTTHUMG00000169269.2	ENST00000567656.1	processed_transcript	SYT10-203
HAVANA	gene	ENSG00000188175	protein_coding	HEPACAM2	HGNC:27364	OTTHUMG00000131732.4	ENST00000492616.1	processed_transcript	HEPACAM2-205
HAVANA	gene	ENSG00000095777	protein_coding	MYO3A	HGNC:7601	OTTHUMG00000017837.5	ENST00000645292.1	processed_transcript	MYO3A-209
HAVANA	gene	ENSG00000238102	lncRNA	AL080248.1	NA	OTTHUMG00000031837.5	ENST00000428954.1	lncRNA	AL080248.1-201
HAVANA	gene	ENSG00000162595	protein_coding	DIRAS3	HGNC:687	OTTHUMG00000009544.4	ENST00000646789.1	protein_coding	DIRAS3-202
HAVANA	gene	ENSG00000170608	protein_coding	FOXA3	HGNC:5023	OTTHUMG00000182484.4	ENST00000302177.3	protein_coding	FOXA3-201
HAVANA	gene	ENSG00000247627	processed_pseudogene	MTND4P12	HGNC:42199	OTTHUMG00000163066.1	ENST00000498999.2	processed_pseudogene	MTND4P12-201
ENSEMBL	gene	ENSG00000112245	protein_coding	PTP4A1	HGNC:9634	OTTHUMG00000014949.6	ENST00000627002.1	protein_coding	PTP4A1-204
HAVANA	gene	ENSG00000267313	lncRNA	AC021504.1	NA	OTTHUMG00000178310.6	ENST00000599934.1	lncRNA	AC021504.1-209
HAVANA	gene	ENSG00000006128	protein_coding	TAC1	HGNC:11517	OTTHUMG00000154069.4	ENST00000491437.1	retained_intron	TAC1-204
HAVANA	gene	ENSG00000167757	protein_coding	KLK11	HGNC:6359	OTTHUMG00000182915.5	ENST00000601671.1	protein_coding	KLK11-211
SuperLocus-ext	gene	IGH-.g@-ext	NA	IGH-@-ext	NA	NA	IGH-.t@-ext	NA	NA
HAVANA	gene	ENSG00000179913	protein_coding	B3GNT3	HGNC:13528	OTTHUMG00000183490.4	ENST00000595387.1	protein_coding	B3GNT3-202
HAVANA	gene	ENSG00000249082	lncRNA	C5orf66-AS1	HGNC:49679	OTTHUMG00000163077.2	ENST00000511256.1	lncRNA	C5orf66-AS1-202
HAVANA	gene	ENSG00000137673	protein_coding	MMP7	HGNC:7174	OTTHUMG00000048193.3	ENST00000531200.1	retained_intron	MMP7-202
HAVANA	gene	ENSG00000165731	protein_coding	RET	HGNC:9967	OTTHUMG00000018024.7	ENST00000479913.1	retained_intron	RET-203
HAVANA	gene	ENSG00000096088	protein_coding	PGC	HGNC:8890	OTTHUMG00000014683.7	ENST00000415707.1	protein_coding	PGC-203
HAVANA	gene	ENSG00000198010	protein_coding	DLGAP2	HGNC:2906	OTTHUMG00000163599.5	ENST00000518530.2	protein_coding	DLGAP2-202
HAVANA	gene	ENSG00000146147	protein_coding	MLIP	HGNC:21355	OTTHUMG00000014891.9	ENST00000514433.1	protein_coding	MLIP-212
HAVANA	gene	ENSG00000125851	protein_coding	PCSK2	HGNC:8744	OTTHUMG00000031941.6	ENST00000459871.1	processed_transcript	PCSK2-203
HAVANA	gene	ENSG00000155052	protein_coding	CNTNAP5	HGNC:18748	OTTHUMG00000153356.5	ENST00000470921.1	retained_intron	CNTNAP5-203
HAVANA	gene	ENSG00000196092	protein_coding	PAX5	HGNC:8619	OTTHUMG00000019907.9	ENST00000651199.1	processed_transcript	PAX5-217
HAVANA	gene	ENSG00000179603	protein_coding	GRM8	HGNC:4600	OTTHUMG00000022888.12	ENST00000412160.1	protein_coding	GRM8-204
HAVANA	gene	ENSG00000228835	lncRNA	AC012123.1	NA	OTTHUMG00000154695.2	ENST00000426194.1	lncRNA	AC012123.1-201
HAVANA	gene	ENSG00000182968	protein_coding	SOX1	HGNC:11189	OTTHUMG00000017362.4	ENST00000330949.3	protein_coding	SOX1-201
HAVANA	gene	ENSG00000094755	protein_coding	GABRP	HGNC:4089	OTTHUMG00000130443.5	ENST00000519137.1	retained_intron	GABRP-204
HAVANA	gene	ENSG00000132329	protein_coding	RAMP1	HGNC:9843	OTTHUMG00000133337.4	ENST00000403885.1	protein_coding	RAMP1-202
HAVANA	gene	ENSG00000165092	protein_coding	ALDH1A1	HGNC:402	OTTHUMG00000020019.3	ENST00000493311.1	processed_transcript	ALDH1A1-207
HAVANA	gene	ENSG00000234929	lncRNA	AC018685.2	NA	OTTHUMG00000151395.2	ENST00000414065.1	lncRNA	AC018685.2-201
HAVANA	gene	ENSG00000165973	protein_coding	NELL1	HGNC:7750	OTTHUMG00000166042.3	ENST00000534263.1	processed_transcript	NELL1-212
HAVANA	gene	ENSG00000168959	protein_coding	GRM5	HGNC:4597	OTTHUMG00000134306.3	ENST00000393294.3	protein_coding	GRM5-203
HAVANA	gene	ENSG00000170703	protein_coding	TTLL6	HGNC:26664	OTTHUMG00000156978.5	ENST00000470462.2	processed_transcript	TTLL6-207
HAVANA	gene	ENSG00000143627	protein_coding	PKLR	HGNC:9020	OTTHUMG00000035875.6	ENST00000434082.3	protein_coding	PKLR-203
HAVANA	gene	ENSG00000043355	protein_coding	ZIC2	HGNC:12873	OTTHUMG00000017279.5	ENST00000481565.1	processed_transcript	ZIC2-204
ENSEMBL	gene	ENSG00000171234	protein_coding	UGT2B7	HGNC:12554	OTTHUMG00000129404.6	ENST00000622664.1	protein_coding	UGT2B7-205
HAVANA	gene	ENSG00000137766	protein_coding	UNC13C	HGNC:23149	OTTHUMG00000172542.8	ENST00000560537.1	protein_coding	UNC13C-204
HAVANA	gene	ENSG00000280604	lncRNA	AJ239328.1	NA	OTTHUMG00000189529.1	ENST00000626237.1	lncRNA	AJ239328.1-201
HAVANA	gene	ENSG00000139209	protein_coding	SLC38A4	HGNC:14679	OTTHUMG00000169518.4	ENST00000546940.1	protein_coding	SLC38A4-203
HAVANA	gene	ENSG00000172478	protein_coding	MAB21L4	HGNC:26216	OTTHUMG00000151906.4	ENST00000454476.2	protein_coding	MAB21L4-205
HAVANA	gene	ENSG00000196188	protein_coding	CTSE	HGNC:2530	OTTHUMG00000036121.2	ENST00000468617.1	processed_transcript	CTSE-203
HAVANA	gene	ENSG00000256654	lncRNA	AC005906.2	NA	OTTHUMG00000192202.4	ENST00000538202.3	retained_intron	AC005906.2-220
HAVANA	gene	ENSG00000177359	transcribed_unprocessed_pseudogene	AC024940.2	NA	OTTHUMG00000165051.7	ENST00000642199.1	processed_transcript	AC024940.2-207
SuperLocus-ext	gene	IGH.g@-ext	NA	IGH@-ext	NA	NA	IGH.t@-ext	NA	NA
HAVANA	gene	ENSG00000150051	protein_coding	MKX	HGNC:23729	OTTHUMG00000017862.6	ENST00000561227.1	protein_coding	MKX-204
HAVANA	gene	ENSG00000171189	protein_coding	GRIK1	HGNC:4579	OTTHUMG00000078879.1	ENST00000472429.1	processed_transcript	GRIK1-208
HAVANA	gene	ENSG00000280623	lncRNA	PCAT14	HGNC:48977	OTTHUMG00000189569.1	ENST00000627127.1	lncRNA	PCAT14-202
HAVANA	gene	ENSG00000099834	protein_coding	CDHR5	HGNC:7521	OTTHUMG00000132018.6	ENST00000529337.1	processed_transcript	CDHR5-205
HAVANA	gene	ENSG00000179399	protein_coding	GPC5	HGNC:4453	OTTHUMG00000017200.4	ENST00000618283.1	protein_coding	GPC5-203
HAVANA	gene	ENSG00000265179	lncRNA	AP000894.2	NA	OTTHUMG00000178281.4	ENST00000577358.1	lncRNA	AP000894.2-204
HAVANA	gene	ENSG00000255595	lncRNA	AC007368.1	NA	OTTHUMG00000168466.7	ENST00000544419.1	lncRNA	AC007368.1-208
HAVANA	gene	ENSG00000187908	protein_coding	DMBT1	HGNC:2926	OTTHUMG00000019185.21	ENST00000654082.1	retained_intron	DMBT1-210
HAVANA	gene	ENSG00000226383	lncRNA	LINC01876	HGNC:52695	OTTHUMG00000153834.7	ENST00000637324.1	lncRNA	LINC01876-205
HAVANA	gene	ENSG00000142449	protein_coding	FBN3	HGNC:18794	OTTHUMG00000182462.7	ENST00000594331.1	retained_intron	FBN3-202
HAVANA	gene	ENSG00000162040	protein_coding	HS3ST6	HGNC:14178	OTTHUMG00000047860.4	ENST00000454677.3	protein_coding	HS3ST6-201
HAVANA	gene	ENSG00000163873	protein_coding	GRIK3	HGNC:4581	OTTHUMG00000004189.2	ENST00000479620.1	processed_transcript	GRIK3-204
HAVANA	gene	ENSG00000070886	protein_coding	EPHA8	HGNC:3391	OTTHUMG00000002892.2	ENST00000374644.8	protein_coding	EPHA8-202
HAVANA	gene	ENSG00000232396	lncRNA	AC004882.2	NA	OTTHUMG00000151279.2	ENST00000451180.1	lncRNA	AC004882.2-202
HAVANA	gene	ENSG00000130720	protein_coding	FIBCD1	HGNC:25922	OTTHUMG00000020814.5	ENST00000463475.1	processed_transcript	FIBCD1-206
HAVANA	gene	ENSG00000022556	protein_coding	NLRP2	HGNC:22948	OTTHUMG00000167763.7	ENST00000542755.1	retained_intron	NLRP2-213
HAVANA	gene	ENSG00000109684	protein_coding	CLNK	HGNC:17438	OTTHUMG00000160062.2	ENST00000507719.1	protein_coding	CLNK-203
HAVANA	gene	ENSG00000251209	lncRNA	LINC00923	HGNC:28088	OTTHUMG00000172044.12	ENST00000670719.1	lncRNA	LINC00923-216
HAVANA	gene	ENSG00000215644	protein_coding	GCGR	HGNC:4192	OTTHUMG00000177914.3	ENST00000571425.1	retained_intron	GCGR-203
HAVANA	gene	ENSG00000145242	protein_coding	EPHA5	HGNC:3389	OTTHUMG00000129273.4	ENST00000511294.1	protein_coding	EPHA5-204
HAVANA	gene	ENSG00000287900	lncRNA	AC061961.1	NA	OTTHUMG00000153808.2	ENST00000443901.1	lncRNA	AC061961.1-201
HAVANA	gene	ENSG00000036828	protein_coding	CASR	HGNC:1514	OTTHUMG00000159491.5	ENST00000638296.1	retained_intron	CASR-203
HAVANA	gene	ENSG00000120068	protein_coding	HOXB8	HGNC:5119	OTTHUMG00000159904.4	ENST00000576562.1	protein_coding	HOXB8-203
HAVANA	gene	ENSG00000135220	protein_coding	UGT2A3	HGNC:28528	OTTHUMG00000129408.3	ENST00000503012.1	nonsense_mediated_decay	UGT2A3-202
HAVANA	gene	ENSG00000188488	protein_coding	SERPINA5	HGNC:8723	OTTHUMG00000170860.5	ENST00000556064.1	protein_coding	SERPINA5-209
HAVANA	gene	ENSG00000148600	protein_coding	CDHR1	HGNC:14550	OTTHUMG00000018634.3	ENST00000623399.1	protein_coding	CDHR1-205
HAVANA	gene	ENSG00000172955	protein_coding	ADH6	HGNC:255	OTTHUMG00000131024.8	ENST00000513262.1	processed_transcript	ADH6-208
HAVANA	gene	ENSG00000130226	protein_coding	DPP6	HGNC:3010	OTTHUMG00000151511.3	ENST00000480367.1	retained_intron	DPP6-210
HAVANA	gene	ENSG00000169436	protein_coding	COL22A1	HGNC:22989	OTTHUMG00000150035.3	ENST00000484387.1	processed_transcript	COL22A1-204
ENSEMBL	gene	ENSG00000141194	protein_coding	OR4D1	HGNC:8293	OTTHUMG00000178799.2	ENST00000268912.5	protein_coding	OR4D1-201
HAVANA	gene	ENSG00000229520	lncRNA	LINC00404	HGNC:42734	OTTHUMG00000017364.1	ENST00000418660.1	lncRNA	LINC00404-201
HAVANA	gene	ENSG00000100346	protein_coding	CACNA1I	HGNC:1396	OTTHUMG00000151096.2	ENST00000471970.1	processed_transcript	CACNA1I-205
ENSEMBL	gene	ENSG00000145824	protein_coding	CXCL14	HGNC:10640	OTTHUMG00000129139.7	ENST00000337225.5	protein_coding	CXCL14-201
HAVANA	gene	ENSG00000276289	protein_coding	KCNE1B	HGNC:52280	OTTHUMG00000189416.3	ENST00000617668.2	protein_coding	KCNE1B-201
HAVANA	gene	ENSG00000132855	protein_coding	ANGPTL3	HGNC:491	OTTHUMG00000009146.3	ENST00000493994.1	processed_transcript	ANGPTL3-203
HAVANA	gene	ENSG00000275385	protein_coding	CCL18	HGNC:10616	OTTHUMG00000188410.2	ENST00000616474.1	retained_intron	CCL18-202
HAVANA	gene	ENSG00000204822	protein_coding	MRPL53	HGNC:16684	OTTHUMG00000129961.3	ENST00000468875.1	retained_intron	MRPL53-204
HAVANA	gene	ENSG00000161999	protein_coding	JMJD8	HGNC:14148	OTTHUMG00000172950.4	ENST00000567901.1	retained_intron	JMJD8-210
HAVANA	gene	ENSG00000135472	protein_coding	FAIM2	HGNC:17067	OTTHUMG00000169808.5	ENST00000547871.1	protein_coding	FAIM2-202
HAVANA	gene	ENSG00000167767	protein_coding	KRT80	HGNC:27056	OTTHUMG00000150193.2	ENST00000466011.1	retained_intron	KRT80-203
HAVANA	gene	ENSG00000105664	protein_coding	COMP	HGNC:2227	OTTHUMG00000169318.4	ENST00000612179.1	retained_intron	COMP-204
HAVANA	gene	ENSG00000227392	lncRNA	HPN-AS1	HGNC:47041	OTTHUMG00000182475.3	ENST00000392227.2	lncRNA	HPN-AS1-201
HAVANA	gene	ENSG00000260848	lncRNA	AC092114.1	NA	OTTHUMG00000177075.2	ENST00000567227.1	lncRNA	AC092114.1-201
HAVANA	gene	ENSG00000205307	protein_coding	SAP25	HGNC:41908	OTTHUMG00000187472.4	ENST00000611464.1	retained_intron	SAP25-202
HAVANA	gene	ENSG00000184058	protein_coding	TBX1	HGNC:11592	OTTHUMG00000150421.4	ENST00000484336.1	retained_intron	TBX1-205
ENSEMBL	gene	ENSG00000164794	protein_coding	KCNV1	HGNC:18861	OTTHUMG00000165637.2	ENST00000297404.1	protein_coding	KCNV1-201
HAVANA	gene	ENSG00000153993	protein_coding	SEMA3D	HGNC:10726	OTTHUMG00000154569.4	ENST00000444867.1	protein_coding	SEMA3D-202
HAVANA	gene	ENSG00000152592	protein_coding	DMP1	HGNC:2932	OTTHUMG00000130598.3	ENST00000282479.7	protein_coding	DMP1-201
HAVANA	gene	ENSG00000171557	protein_coding	FGG	HGNC:3694	OTTHUMG00000150329.10	ENST00000484695.1	retained_intron	FGG-211
HAVANA	gene	ENSG00000172461	protein_coding	FUT9	HGNC:4020	OTTHUMG00000015236.3	ENST00000483933.5	processed_transcript	FUT9-202
HAVANA	gene	ENSG00000156486	protein_coding	KCNS2	HGNC:6301	OTTHUMG00000044337.4	ENST00000521839.1	protein_coding	KCNS2-202
HAVANA	gene	ENSG00000232306	lncRNA	AC012485.2	NA	OTTHUMG00000152883.2	ENST00000437372.2	lncRNA	AC012485.2-201
HAVANA	gene	ENSG00000268416	lncRNA	AC010329.1	NA	OTTHUMG00000182743.1	ENST00000593903.1	lncRNA	AC010329.1-201
HAVANA	gene	ENSG00000048540	protein_coding	LMO3	HGNC:6643	OTTHUMG00000168837.5	ENST00000538020.1	protein_coding	LMO3-218
HAVANA	gene	ENSG00000196169	protein_coding	KIF19	HGNC:26735	OTTHUMG00000150694.4	ENST00000549637.1	retained_intron	KIF19-204
HAVANA	gene	ENSG00000126562	protein_coding	WNK4	HGNC:14544	OTTHUMG00000180650.3	ENST00000587745.1	protein_coding	WNK4-203
HAVANA	gene	ENSG00000133048	protein_coding	CHI3L1	HGNC:1932	OTTHUMG00000042122.3	ENST00000472064.1	retained_intron	CHI3L1-203
HAVANA	gene	ENSG00000147588	protein_coding	PMP2	HGNC:9117	OTTHUMG00000164600.2	ENST00000519260.1	protein_coding	PMP2-202
HAVANA	gene	ENSG00000155816	protein_coding	FMN2	HGNC:14074	OTTHUMG00000039883.6	ENST00000496950.1	processed_transcript	FMN2-205
HAVANA	gene	ENSG00000079385	protein_coding	CEACAM1	HGNC:1814	OTTHUMG00000151078.8	ENST00000471298.2	protein_coding	CEACAM1-210
HAVANA	gene	ENSG00000133083	protein_coding	DCLK1	HGNC:2700	OTTHUMG00000016729.3	ENST00000379892.4	protein_coding	DCLK1-203
HAVANA	gene	ENSG00000169836	protein_coding	TACR3	HGNC:11528	OTTHUMG00000131124.2	ENST00000304883.3	protein_coding	TACR3-201
HAVANA	gene	ENSG00000136883	protein_coding	KIF12	HGNC:21495	OTTHUMG00000020533.5	ENST00000491059.1	retained_intron	KIF12-204
HAVANA	gene	ENSG00000143340	protein_coding	FAM163A	HGNC:28274	OTTHUMG00000035262.1	ENST00000341785.4	protein_coding	FAM163A-201
HAVANA	gene	ENSG00000257671	lncRNA	KRT7-AS	HGNC:52643	OTTHUMG00000169581.1	ENST00000546686.1	lncRNA	KRT7-AS-201
HAVANA	gene	ENSG00000254575	lncRNA	AC022039.1	NA	OTTHUMG00000165500.2	ENST00000527110.2	lncRNA	AC022039.1-201
HAVANA	gene	ENSG00000233569	lncRNA	AL161630.1	NA	OTTHUMG00000020561.2	ENST00000450938.1	lncRNA	AL161630.1-201
HAVANA	gene	ENSG00000132938	protein_coding	MTUS2	HGNC:20595	OTTHUMG00000016657.6	ENST00000467990.1	retained_intron	MTUS2-204
HAVANA	gene	ENSG00000145451	protein_coding	GLRA3	HGNC:4328	OTTHUMG00000149816.3	ENST00000436738.1	processed_transcript	GLRA3-203
HAVANA	gene	ENSG00000163630	protein_coding	SYNPR	HGNC:16507	OTTHUMG00000158699.2	ENST00000465156.1	protein_coding	SYNPR-205
ENSEMBL	gene	ENSG00000112818	protein_coding	MEP1A	HGNC:7015	OTTHUMG00000014790.2	ENST00000611727.1	protein_coding	MEP1A-202
HAVANA	gene	ENSG00000274173	lncRNA	AL035661.1	NA	OTTHUMG00000186741.1	ENST00000620459.1	lncRNA	AL035661.1-201
HAVANA	gene	ENSG00000258867	lncRNA	LINC01146	HGNC:49467	OTTHUMG00000170740.80	ENST00000654022.1	lncRNA	LINC01146-214
HAVANA	gene	ENSG00000110195	protein_coding	FOLR1	HGNC:3791	OTTHUMG00000167876.3	ENST00000393676.5	protein_coding	FOLR1-202
HAVANA	gene	ENSG00000109072	protein_coding	VTN	HGNC:12724	OTTHUMG00000132500.7	ENST00000542029.1	protein_coding	VTN-203
HAVANA	gene	ENSG00000068078	protein_coding	FGFR3	HGNC:3690	OTTHUMG00000121148.7	ENST00000469068.1	retained_intron	FGFR3-206
HAVANA	gene	ENSG00000232838	protein_coding	PET117	HGNC:40045	OTTHUMG00000186019.2	ENST00000432901.4	protein_coding	PET117-201
HAVANA	gene	ENSG00000258472	protein_coding	AC005726.1	NA	OTTHUMG00000171061.34	ENST00000481916.6	nonsense_mediated_decay	AC005726.1-201
HAVANA	gene	ENSG00000189377	protein_coding	CXCL17	HGNC:19232	OTTHUMG00000182817.2	ENST00000341918.4	nonsense_mediated_decay	CXCL17-201
HAVANA	gene	ENSG00000058335	protein_coding	RASGRF1	HGNC:9875	OTTHUMG00000144172.3	ENST00000561112.1	processed_transcript	RASGRF1-208
HAVANA	gene	ENSG00000213930	protein_coding	GALT	HGNC:4135	OTTHUMG00000019836.7	ENST00000488412.2	processed_transcript	GALT-210
HAVANA	gene	ENSG00000135346	protein_coding	CGA	HGNC:1885	OTTHUMG00000015161.4	ENST00000627552.1	retained_intron	CGA-205
HAVANA	gene	ENSG00000091656	protein_coding	ZFHX4	HGNC:30939	OTTHUMG00000164557.7	ENST00000522409.1	retained_intron	ZFHX4-207
HAVANA	gene	ENSG00000260918	lncRNA	AC107398.3	NA	OTTHUMG00000175912.2	ENST00000562284.1	lncRNA	AC107398.3-201
HAVANA	gene	ENSG00000139219	protein_coding	COL2A1	HGNC:2200	OTTHUMG00000149896.7	ENST00000465743.2	processed_transcript	COL2A1-203
HAVANA	gene	ENSG00000224116	lncRNA	INHBA-AS1	HGNC:40303	OTTHUMG00000155114.4	ENST00000670641.1	lncRNA	INHBA-AS1-207
HAVANA	gene	ENSG00000100012	protein_coding	SEC14L3	HGNC:18655	OTTHUMG00000151259.5	ENST00000435069.1	protein_coding	SEC14L3-206
HAVANA	gene	ENSG00000169174	protein_coding	PCSK9	HGNC:20001	OTTHUMG00000008136.2	ENST00000673913.1	nonsense_mediated_decay	PCSK9-206
HAVANA	gene	ENSG00000141668	protein_coding	CBLN2	HGNC:1544	OTTHUMG00000132825.3	ENST00000582667.1	processed_transcript	CBLN2-205
HAVANA	gene	ENSG00000104321	protein_coding	TRPA1	HGNC:497	OTTHUMG00000164516.4	ENST00000520788.1	retained_intron	TRPA1-204
HAVANA	gene	ENSG00000095981	protein_coding	KCNK16	HGNC:14464	OTTHUMG00000014645.3	ENST00000437525.2	protein_coding	KCNK16-204
HAVANA	gene	ENSG00000120054	protein_coding	CPN1	HGNC:2312	OTTHUMG00000018896.3	ENST00000441382.1	protein_coding	CPN1-202
HAVANA	gene	ENSG00000159387	protein_coding	IRX6	HGNC:14675	OTTHUMG00000172239.4	ENST00000558315.1	processed_transcript	IRX6-202
HAVANA	gene	ENSG00000229972	protein_coding	IQCF3	HGNC:31816	OTTHUMG00000193406.1	ENST00000462079.1	processed_transcript	IQCF3-205
HAVANA	gene	ENSG00000180777	protein_coding	ANKRD30B	HGNC:24165	OTTHUMG00000178841.3	ENST00000320584.8	retained_intron	ANKRD30B-201
HAVANA	gene	ENSG00000184530	protein_coding	C6orf58	HGNC:20960	OTTHUMG00000015530.2	ENST00000329722.8	protein_coding	C6orf58-201
HAVANA	gene	ENSG00000183783	protein_coding	KCTD8	HGNC:22394	OTTHUMG00000099409.4	ENST00000515268.1	protein_coding	KCTD8-202
HAVANA	gene	ENSG00000132677	protein_coding	RHBG	HGNC:14572	OTTHUMG00000024057.10	ENST00000622297.1	retained_intron	RHBG-209
HAVANA	gene	ENSG00000253369	lncRNA	AC022034.3	NA	OTTHUMG00000164263.25	ENST00000665614.1	lncRNA	AC022034.3-223
HAVANA	gene	ENSG00000165272	protein_coding	AQP3	HGNC:636	OTTHUMG00000019769.5	ENST00000643650.1	nonsense_mediated_decay	AQP3-206
HAVANA	gene	ENSG00000205502	protein_coding	C2CD4B	HGNC:33628	OTTHUMG00000171959.2	ENST00000380392.4	protein_coding	C2CD4B-201
HAVANA	gene	ENSG00000186732	protein_coding	MPPED1	HGNC:1306	OTTHUMG00000150566.9	ENST00000480239.1	processed_transcript	MPPED1-206
HAVANA	gene	ENSG00000287568	lncRNA	AC002057.1	NA	OTTHUMG00000194603.1	ENST00000660824.1	lncRNA	AC002057.1-201
HAVANA	gene	ENSG00000229719	lncRNA	MIR194-2HG	HGNC:51946	OTTHUMG00000066834.2	ENST00000413053.2	lncRNA	MIR194-2HG-201
HAVANA	gene	ENSG00000138944	protein_coding	SHISAL1	HGNC:29335	OTTHUMG00000030991.3	ENST00000381176.5	protein_coding	SHISAL1-201
HAVANA	gene	ENSG00000124920	protein_coding	MYRF	HGNC:1181	OTTHUMG00000168161.2	ENST00000539361.1	retained_intron	MYRF-207
HAVANA	gene	ENSG00000083307	protein_coding	GRHL2	HGNC:2799	OTTHUMG00000149915.5	ENST00000474338.1	retained_intron	GRHL2-203
